ticket_id,created_at,customer_id,region_id,channel,category,priority,first_response_min,resolution_hours,sla_breached,satisfaction_score
TCK-001240,2026-05-27 14:59:00,CUST-0059,R04,email,account,normal,23.8,7.2,0,4.3
TCK-001490,2026-03-11 09:48:00,CUST-0247,R02,chat,login,high,5.5,3.2,0,5.0
TCK-000690,2026-05-20 17:41:00,CUST-0270,R04,web_form,technical,low,19.4,27.6,0,
TCK-000852,2026-03-30 15:27:00,CUST-0072,R02,email,technical,high,59.6,10.1,0,3.1
TCK-000160,2026-03-26 10:03:00,CUST-0210,R02,chat,delivery,normal,7.2,14.0,0,4.5
TCK-000896,2026-04-15 19:58:00,CUST-0133,R01,email,delivery,low,49.6,17.1,0,3.6
TCK-001199,2026-04-10 15:25:00,CUST-0047,R03,chat,technical,normal,16.4,13.4,0,5.0
TCK-000258,2026-05-09 12:58:00,CUST-0183,R01,phone,technical,normal,3.2,30.3,1,2.9
TCK-000336,2026-03-12 16:30:00,CUST-0283,R08,email,technical,low,58.2,14.5,0,4.1
TCK-001418,2026-05-20 17:00:00,CUST-0234,R01,chat,payment,low,5.2,1.7,0,5.0
TCK-001040,2026-06-08 13:59:00,CUST-0242,R01,email,technical,low,44.6,9.0,0,3.7
TCK-000516,2026-03-16 16:44:00,CUST-0193,R04,web_form,technical,low,27.6,10.3,0,4.7
TCK-001016,2026-05-20 13:03:00,CUST-0131,R01,phone,technical,normal,15.0,16.5,0,4.9
TCK-000769,2026-05-12 21:18:00,CUST-0019,R02, WEB_FORM,technical,normal,31.4,29.3,1,4.2
TCK-001327,2026-04-21 17:15:00,CUST-0276,R03,web_form,delivery,normal,19.8,12.3,0,5.0
TCK-000762,2026-05-13 08:43:00,CUST-0128,R04,web_form,delivery,high,10.9,17.7,1,3.2
TCK-001352,2026-03-22 18:14:00,CUST-0217,R08,web_form,delivery,high,3.7,10.5,0,
TCK-000522,2026-03-04 19:41:00,CUST-0073,R08,phone,technical,normal,18.6,21.2,0,5.0
TCK-000023,2026-05-18 18:27:00,CUST-0275,R01,phone,account,normal,2.2,11.5,0,5.0
TCK-000357,2026-04-21 13:41:00,CUST-0175,R04,chat,account,normal,3.3,4.7,0,5.0
TCK-001282,2026-06-03 21:43:00,CUST-0043,R01,web_form,login,high,25.3,4.5,0,5.0
TCK-000341,2026-04-27 19:29:00,CUST-0198,R04,phone,account,normal,21.6,7.1,0,5.0
TCK-000432,2026-05-23 21:07:00,CUST-0244,R08,email,delivery,low,95.3,8.3,0,3.6
TCK-000474,2026-05-12 13:19:00,CUST-0116,R04,email,delivery ,high,19.9,10.7,0,4.6
TCK-000218,2026-03-17 08:14:00,CUST-0004,R02,phone,login,normal,9.9,3.0,0,5.0
TCK-000912,2026-05-08 14:13:00,CUST-0285,R03,chat,login,normal,2.8,10.6,0,5.0
TCK-001214,2026-04-30 10:41:00,CUST-0219,R03,web_form,account,critical,18.0,2.6,0,4.9
TCK-001012,2026-05-07 16:23:00,CUST-0189,R05,Phone ,account,normal,6.7,4.2,0,5.0
TCK-001469,2026-04-23 10:16:00,CUST-0197,R08,phone,delivery,normal,12.3,20.7,0,4.7
TCK-000094,2026-05-27 21:07:00,CUST-0220,R03,phone,technical,high,21.0,21.8,1,4.0
TCK-001009,2026-03-20 11:29:00,CUST-0242,R01,chat,refund,low,5.2,41.8,0,4.2
TCK-001071,2026-05-06 21:19:00,CUST-0134,R02,phone,payment,critical,7.2,172.4,1,3.5
TCK-001093,2026-04-11 08:11:00,CUST-0162,R01,chat,login,normal,4.3,5.3,0,5.0
TCK-000697,2026-04-07 19:33:00,CUST-0201,R01,phone,delivery,low,9.3,33.7,0,4.6
TCK-000997,2026-04-23 14:47:00,CUST-0184,R03,email,delivery,critical,49.9,72.8,1,2.2
TCK-000154,2026-03-07 15:46:00,CUST-0315,R05, Chat ,payment,low,58.4,6.4,0,4.7
TCK-001100,2026-05-24 12:46:00,CUST-0040,R01,chat,refund,low,12.7,5.0,0,4.5
TCK-001310,2026-05-23 21:57:00,CUST-0024,R04,web_form,delivery,normal,14.1,20.0,0,4.7
TCK-001226,2026-03-07 09:17:00,CUST-0312,R01,chat,payment,high,1.0,7.4,0,5.0
TCK-000790,2026-03-12 10:10:00,CUST-0037,R01,web_form,delivery,low,39.1,4.6,0,4.2
TCK-000581,2026-03-17 21:09:00,CUST-0225,R01,chat,payment,normal,5.8,244.9,1,5.0
TCK-000704,2026-05-19 18:09:00,CUST-0243,R02,web_form,payment,high,22.6,5.6,0,4.5
TCK-001269,2026-05-23 11:48:00,CUST-0106,R04,chat,payment,high,3.7,55.3,0,3.2
TCK-000488,2026-04-22 19:05:00,CUST-0210,R05,email,technical,low,87.1,82.2,1,1.0
TCK-000560,2026-03-09 12:51:00,CUST-0285,R01,phone,technical,high,3.8,31.2,1,3.5
TCK-000802,2026-04-17 15:32:00,CUST-0317,R07,chat,payment,low,7.3,10.8,0,4.7
TCK-000513,2026-04-18 13:31:00,CUST-0211,R01,phone,refund,normal,1.4,40.6,1,4.0
TCK-000634,2026-03-29 08:51:00,CUST-0100,R01,phone,payment,normal,3.3,4.0,0,5.0
TCK-001118,2026-03-02 15:06:00,CUST-0233,R06,phone,payment,normal,10.8,20.8,0,4.6
TCK-001348,2026-06-05 15:16:00,CUST-0288,R04,email,refund,high,19.6,70.1,1,2.0
TCK-000791,2026-04-15 13:55:00,CUST-0042,R01,chat,login,normal,3.7,12.9,0,4.9
TCK-000117,2026-04-29 18:10:00,CUST-0144,R01,email,login,normal,9.7,5.4,0,4.7
TCK-000741,2026-03-14 19:02:00,CUST-0114,R02,web_form,technical,low,158.8,13.7,0,2.7
TCK-001082,2026-03-26 20:24:00,CUST-0128,R08,phone,payment,critical,4.8,62.5,1,2.5
TCK-000831,2026-06-02 14:23:00,CUST-0257,R02,email,refund,low,42.4,42.9,0,3.2
TCK-000120,2026-03-20 15:04:00,CUST-0024,R02,phone,payment,normal,15.2,6.4,0,4.9
TCK-000657,2026-03-09 13:08:00,CUST-0092,R03,email,login,critical,50.0,7.1,1,3.0
TCK-000636,2026-03-22 10:31:00,CUST-0199,R01,chat,technical,normal,5.0,6.8,0,4.1
TCK-000370,2026-05-15 20:20:00,CUST-0330,R05,email,technical,critical,31.8,11.2,1,2.5
TCK-000269,2026-05-22 16:00:00,CUST-0167,R02,email,refund,normal,28.3,64.1,1,1.6
TCK-000656,2026-04-23 17:59:00,CUST-0126,R05,email,delivery,low,51.8,7.4,0,4.9
TCK-000936,2026-05-25 08:38:00,CUST-0314,R05,phone,login,normal,23.1,3.1,0,4.9
TCK-000823,2026-03-28 13:07:00,CUST-0188,R04,web_form,delivery,high,34.7,12.9,1,3.2
TCK-000867,2026-06-02 14:36:00,CUST-0264,R01,web_form,account,low,68.0,2.3,0,4.4
TCK-000047,2026-04-17 14:19:00,CUST-0223,R01,phone,payment,low,2.2,5.7,0,
TCK-001301,2026-04-27 16:34:00,CUST-0273,R06,web_form,technical,normal,3.5,19.1,0,4.6
TCK-000992,2026-03-10 15:09:00,CUST-0239,R05, WEB_FORM,payment,normal,32.5,9.4,0,4.3
TCK-000877,2026-05-22 19:52:00,CUST-0320,R03,phone,login,normal,7.6,8.5,0,5.0
TCK-000774,2026-04-02 15:48:00,CUST-0153,R04,chat,login,low,5.5,0.8,0,5.0
TCK-000961,2026-06-01 08:11:00,CUST-0318,R02,chat,login,normal,4.8,3.5,0,4.5
TCK-000005,2026-04-17 17:18:00,CUST-0227,R03,phone,technical,critical,12.6,25.2,1,2.9
TCK-001004,2026-04-20 12:53:00,CUST-0115,R06,chat,delivery,high,1.1,28.1,1,4.3
TCK-001312,2026-06-03 10:47:00,CUST-0038,R03,web_form,login,normal,54.7,4.3,0,4.1
TCK-000264,2026-05-25 08:51:00,CUST-0191,R06,email,delivery,normal,14.5,26.2,1,3.7
TCK-001193,2026-05-24 17:03:00,CUST-0116,R05,email,payment,normal,30.2,2.5,0,4.5
TCK-001380,2026-04-24 09:39:00,CUST-0144,R05,web_form,account,normal,5.9,6.4,0,5.0
TCK-000444,2026-03-13 15:20:00,CUST-0265,R01,web_form,account,normal,94.0,5.7,0,4.1
TCK-001003,2026-03-01 17:54:00,CUST-0129,R05,chat,delivery,normal,11.6,7.8,0,5.0
TCK-001078,2026-03-23 08:43:00,CUST-0094,R04,email,technical,low,15.5,24.7,0,3.8
TCK-000838,2026-05-07 15:23:00,CUST-0266,R04,chat,delivery,low,6.5,1.6,0,5.0
TCK-001350,2026-03-18 12:00:00,CUST-0285,R03,phone,technical,low,19.8,30.6,0,3.4
TCK-000305,2026-03-07 13:07:00,CUST-0277,R01,phone,login,high,7.0,1.9,0,5.0
TCK-001183,2026-04-03 08:47:00,CUST-0146,R03,email,technical,high,17.0,31.0,1,3.7
TCK-000314,2026-05-23 20:39:00,CUST-0113,R07,phone,login,high,12.9,9.6,0,4.2
TCK-000150,2026-04-23 20:46:00,CUST-0286,R07,chat,delivery,high,6.4,31.0,1,4.1
TCK-001149,2026-05-27 08:25:00,CUST-0269,R02,chat,technical,high,2.0,30.6,1,3.8
TCK-000575,2026-05-28 20:53:00,CUST-0309,R08,web_form,payment,normal,48.0,17.8,0,3.7
TCK-000051,2026-03-25 21:11:00,CUST-0296,R01,web_form,payment,high,9.9,180.2,1,4.8
TCK-001180,2026-04-20 09:02:00,CUST-0025,R01,phone,technical,normal,18.7,23.4,0,4.5
TCK-000727,2026-06-08 19:40:00,CUST-0050,R02,web_form, Refund ,high,23.9,12.4,1,3.3
TCK-000834,2026-03-28 21:54:00,CUST-0172,R03,email,delivery,normal,12.7,18.8,1,3.5
TCK-001116,2026-06-02 20:42:00,CUST-0027,R06,phone,technical,high,7.7,21.9,1,4.0
TCK-000471,2026-05-25 17:05:00,CUST-0230,R01, WEB_FORM,account,normal,12.6,5.6,0,5.0
TCK-000972,2026-05-13 09:13:00,CUST-0242,R01,phone,login,normal,4.7,3.3,0,5.0
TCK-000654,2026-04-23 12:47:00,CUST-0106,R01,chat,delivery,low,11.1,15.1,0,4.9
TCK-000400,2026-05-13 15:06:00,CUST-0322,R04,phone,refund,normal,13.5,28.8,1,3.4
TCK-000512,2026-05-06 09:54:00,CUST-0318,R03,web_form,refund,normal,17.7,8.8,0,4.3
TCK-000321,2026-04-29 20:17:00,CUST-0293,R05,email,payment,high,27.4,2.7,0,5.0
TCK-000020,2026-06-01 21:23:00,CUST-0305,R05,email,technical,normal,8.8,12.2,0,4.8
TCK-000685,2026-03-20 15:31:00,CUST-0241,R05,phone,technical,normal,10.2,15.4,0,
TCK-000036,2026-03-26 15:13:00,CUST-0136,,email,payment,normal,61.0,13.0,0,3.7
TCK-000903,2026-05-30 11:42:00,CUST-0240,R06,phone,delivery,high,1.0,14.1,1,4.8
TCK-000828,2026-05-08 18:44:00,CUST-0258,R04,web_form,account,critical,9.9,14.2,1,4.3
TCK-001355,2026-04-01 12:59:00,CUST-0149,,web_form,account,normal,13.8,6.9,0,4.7
TCK-000408,2026-04-08 10:08:00,CUST-0083,,phone,technical,normal,10.7,4.0,0,5.0
TCK-000921,2026-04-10 21:13:00,CUST-0246,R02,web_form,refund,normal,31.7,51.8,1,3.0
TCK-000538,2026-06-04 15:53:00,CUST-0067,R05,chat,payment,high,7.3,19.2,1,4.0
TCK-000759,2026-06-04 11:00:00,CUST-0260,R01,phone,account,high,8.9,10.5,0,4.9
TCK-001063,2026-05-11 13:36:00,CUST-0023,R01,chat,technical,normal,7.8,20.6,0,4.9
TCK-000246,2026-04-09 08:05:00,CUST-0105,R04,email,technical,critical,6.2,19.4,1,3.0
TCK-001128,2026-04-17 13:14:00,CUST-0186,R03,chat,technical,normal,11.9,32.6,1,3.2
TCK-000785,2026-06-08 18:25:00,CUST-0306,R01,email,technical,high,25.0,17.5,1,3.2
TCK-000490,2026-05-21 21:53:00,CUST-0093,R05,chat,payment,high,4.2,8.6,0,4.7
TCK-000155,2026-04-10 17:58:00,CUST-0227,R06,web_form,delivery,low,34.4,11.4,0,3.8
TCK-000962,2026-04-05 14:17:00,CUST-0196,R03,chat,technical,high,4.7,7.4,0,4.9
TCK-000854,2026-04-27 14:31:00,CUST-0302,R02,email,payment,normal,55.3,19.1,0,4.3
TCK-000626,2026-04-14 12:51:00,CUST-0210,R04,phone,payment,normal,13.8,24.9,1,3.8
TCK-000686,2026-03-25 09:40:00,CUST-0012,R01,chat,refund,low,5.3,40.1,0,4.5
TCK-000570,2026-04-07 15:23:00,CUST-0276,R05,chat,technical,normal,3.6,11.3,0,5.0
TCK-001437,2026-05-08 09:12:00,CUST-0192,R07,web_form,delivery,normal,23.9,5.6,0,4.7
TCK-000018,2026-03-25 15:10:00,CUST-0111,R03,chat,technical,normal,6.2,38.1,1,4.0
TCK-000128,2026-04-20 13:04:00,CUST-0238,R02,chat,login,low,7.9,2.2,0,5.0
TCK-001484,2026-05-20 08:22:00,CUST-0187,R06,web_form,payment,high,33.6,35.5,1,2.4
TCK-000928,2026-03-22 19:58:00,CUST-0194,R03,email,login,critical,5.1,7.8,1,3.9
TCK-000981,2026-05-26 21:26:00,CUST-0244,R04,email,technical,normal,7.3,31.9,1,3.4
TCK-001480,2026-03-23 15:33:00,CUST-0043,R01,phone,login,normal,1.2,2.1,0,4.4
TCK-000191,2026-05-11 16:00:00,CUST-0319,R04,phone,payment,low,5.9,5.3,0,4.9
TCK-001140,2026-04-13 13:32:00,CUST-0230,R05,web_form,account,low,18.6,7.9,0,4.9
TCK-000993,2026-04-28 18:04:00,CUST-0314,R04,chat,technical,high,7.9,61.5,1,3.5
TCK-001474,2026-04-20 12:37:00,CUST-0215,R01,chat,refund,normal,10.2,1.8,0,5.0
TCK-001261,2026-06-01 16:45:00,CUST-0184,R02,web_form,refund,low,43.6,49.7,1,2.6
TCK-000607,2026-03-30 14:32:00,CUST-0086,R03,chat,technical,high,5.4,24.2,1,4.7
TCK-000181,2026-04-10 09:59:00,CUST-0320,R01,email,login,normal,61.8,1.9,0,3.3
TCK-000302,2026-04-08 08:30:00,CUST-0125,R03,chat,technical,normal,19.1,38.3,1,3.8
TCK-000497,2026-05-21 19:16:00,CUST-0120,R05,chat,technical,normal,3.4,14.7,0,4.9
TCK-001302,2026-04-29 10:54:00,CUST-0165,R02,email,payment,normal,55.3,1.1,0,4.4
TCK-001266,2026-03-30 12:22:00,CUST-0311,R06,web_form,delivery,high,61.9,14.4,1,3.2
TCK-001247,2026-04-15 10:19:00,CUST-0223,R02,chat,technical,normal,1.0,36.7,1,2.8
TCK-000518,2026-05-26 18:22:00,CUST-0128,R01,chat,technical,low,2.3,7.7,0,5.0
TCK-001070,2026-03-20 12:50:00,CUST-0156,R02,web_form,account,normal,57.3,17.0,0,3.8
TCK-000477,2026-04-15 15:26:00,CUST-0312,R05,email,account,normal,54.2,2.0,0,4.9
TCK-000158,2026-05-19 14:56:00,CUST-0119,R03,email,technical,normal,65.0,16.2,0,3.1
TCK-001196,2026-05-05 16:00:00,CUST-0276,R08,chat,login,normal,1.0,3.9,0,4.8
TCK-000017,2026-03-23 08:54:00,CUST-0187,R02,email,refund,critical,56.6,19.8,1,3.3
TCK-001073,2026-04-20 08:57:00,CUST-0214,R03,web_form,refund,normal,23.6,4.5,0,4.1
TCK-000547,2026-04-19 16:33:00,CUST-0074,R06,email,payment,normal,18.1,2.4,0,4.6
TCK-000659,2026-05-10 13:30:00,CUST-0328,R04,web_form,refund,high,6.6,85.7,1,1.0
TCK-001236,2026-04-27 09:05:00,CUST-0002,R03,email,refund,critical,8.1,120.0,1,1.0
TCK-001020,2026-05-19 18:28:00,CUST-0296,R06,chat,delivery,normal,3.1,16.8,0,5.0
TCK-001353,2026-05-25 18:09:00,CUST-0011,R01, Chat ,refund,normal,4.2,12.4,0,4.8
TCK-000960,2026-05-13 13:53:00,CUST-0002,R05,web_form,refund,normal,33.7,16.2,0,4.0
TCK-001420,2026-05-04 14:49:00,CUST-0233,R04,phone,refund,high,14.2,33.2,1,3.7
TCK-000284,2026-05-22 12:47:00,CUST-0129,R06,web_form,technical,normal,13.4,22.8,0,4.5
TCK-000798,2026-05-28 10:04:00,CUST-0196,R01,email,technical,normal,59.4,20.2,0,3.7
TCK-000226,2026-05-14 08:15:00,CUST-0043,R04,phone,payment,normal,10.9,2.3,0,5.0
TCK-000027,2026-05-18 20:05:00,CUST-0207,R08,email,technical,normal,54.0,48.0,1,1.8
TCK-000438,2026-04-14 09:26:00,CUST-0085,R04,email,technical,high,96.9,26.3,1,2.4
TCK-001468,2026-05-19 17:04:00,CUST-0109,R01,email,technical,normal,45.7,7.1,0,3.8
TCK-000230,2026-05-07 19:33:00,CUST-0098,R04,email,payment,low,21.6,39.6,0,3.4
TCK-000038,2026-03-04 18:03:00,CUST-0241,R08,chat,refund,normal,1.0,17.3,0,4.7
TCK-000750,2026-04-02 12:01:00,CUST-0200,R05,web_form,login,high,1.9,4.6,0,5.0
TCK-001046,2026-05-01 14:30:00,CUST-0098,R02,email,delivery,critical,17.7,30.0,1,3.6
TCK-000470,2026-04-01 14:05:00,CUST-0274,R01,email,account,normal,24.0,2.7,0,3.9
TCK-001289,2026-04-03 17:14:00,CUST-0304,R01,email,login,high,11.3,2.0,0,5.0
TCK-001499,2026-05-25 17:24:00,CUST-0039,R99,chat,payment,low,4.9,4.5,0,5.0
TCK-000688,2026-04-29 18:52:00,CUST-0076,R05,email,refund,normal,59.4,29.2,0,3.2
TCK-001389,2026-04-17 20:04:00,CUST-0273,R06,chat,delivery,normal,5.8,27.1,0,4.6
TCK-000640,2026-04-26 13:29:00,CUST-0137,R02,chat,refund,normal,8.0,45.1,1,3.8
TCK-001305,2026-05-20 11:58:00,CUST-0248,R01,chat,technical,high,3.4,22.9,1,4.3
TCK-001219,2026-04-21 19:05:00,CUST-0023,R04,email,technical,high,32.7,19.0,1,3.4
TCK-001159,2026-04-09 15:53:00,CUST-0205,R01,phone,technical,low,13.9,23.5,0,4.3
TCK-001260,2026-03-27 18:34:00,CUST-0160,R08,email,technical,critical,17.1,13.8,1,3.8
TCK-001374,2026-04-20 13:39:00,CUST-0172,R01,web_form,account,normal,98.7,1.8,0,4.3
TCK-000801,2026-06-07 12:33:00,CUST-0159,R01,phone,delivery,low,8.9,7.8,0,4.8
TCK-000161,2026-06-02 15:42:00,CUST-0098,R02,chat,technical,high,4.3,30.0,1,4.3
TCK-000957,2026-05-20 20:30:00,CUST-0328,R01,email,technical,high,50.2,32.4,1,3.0
TCK-001187,2026-05-10 17:19:00,CUST-0248,R05,web_form,refund,normal,24.7,29.6,1,3.6
TCK-000822,2026-04-16 20:22:00,CUST-0283,R05,web_form,login,high,3.4,12.4,1,3.7
TCK-001281,2026-03-03 21:25:00,CUST-0019,R01,chat,refund,low,4.1,35.4,0,5.0
TCK-000878,2026-04-14 11:50:00,CUST-0184,R03,chat,technical,high,1.0,17.7,1,4.7
TCK-000914,2026-04-29 15:20:00,CUST-0265,R01,email,refund,normal,41.1,13.2,0,4.2
TCK-000153,2026-04-10 21:18:00,CUST-0225,R02,chat,refund,normal,6.2,25.2,1,4.2
TCK-001384,2026-06-03 13:21:00,CUST-0067,R01,chat,technical,normal,3.6,30.3,1,3.7
TCK-000510,2026-05-01 10:48:00,CUST-0196,R04,chat,account,low,12.8,3.4,0,5.0
TCK-001136,2026-04-27 14:56:00,CUST-0139,R05,email,technical,low,79.6,11.8,0,3.8
TCK-001467,2026-06-04 13:25:00,CUST-0119,R08,email,delivery,normal,10.7,12.1,0,4.3
TCK-000104,2026-03-16 12:30:00,CUST-0112,R04,phone,payment,normal,4.6,2.3,0,4.4
TCK-000587,2026-05-14 15:00:00,CUST-0100,R02,chat,delivery,low,8.3,11.4,0,4.6
TCK-001339,2026-04-27 11:27:00,CUST-0162,R03,web_form,account,normal,8.1,4.6,0,5.0
TCK-001144,2026-06-04 17:52:00,CUST-0236,R01,chat,delivery,critical,1.6,24.9,1,4.2
TCK-000054,2026-03-17 16:16:00,CUST-0266,R04,web_form,payment,normal,25.9,9.8,0,4.2
TCK-000152,2026-06-02 15:27:00,CUST-0226,R02,chat,refund,normal,2.5,17.0,0,5.0
TCK-000404,2026-04-18 20:50:00,CUST-0210,R03,web_form,technical,normal,28.3,21.0,0,4.4
TCK-001465,2026-03-02 14:23:00,CUST-0200,R04,chat,account,low,4.1,1.4,0,5.0
TCK-000208,2026-05-12 10:08:00,CUST-0132,R07,phone,account,normal,3.4,14.4,0,5.0
TCK-001428,2026-06-08 12:29:00,CUST-0030,R06,email,account,low,50.4,3.0,0,4.1
TCK-001123,2026-04-30 21:03:00,CUST-0130,R03,web_form,delivery,normal,21.4,31.0,1,3.4
TCK-001329,2026-04-15 10:52:00,CUST-0154,R01,chat,login,normal,5.7,3.7,0,5.0
TCK-000009,2026-04-28 13:27:00,CUST-0037,R01,phone,technical,high,1.0,16.5,1,4.1
TCK-001015,2026-04-17 19:48:00,CUST-0060,R01,chat,delivery,normal,7.9,25.1,1,3.9
TCK-001354,2026-05-04 11:09:00,CUST-0229,R07,email,refund,normal,111.2,36.6,1,2.1
TCK-001061,2026-04-07 09:53:00,CUST-0197,R03,phone,account,normal,33.3,9.5,0,4.3
TCK-000453,2026-04-15 08:04:00,CUST-0289,R07,web_form,technical,high,19.8,40.3,1,3.2
TCK-000254,2026-05-20 21:37:00,CUST-0012,R04,email,payment,normal,9.7,15.9,0,4.5
TCK-000897,2026-06-04 09:00:00,CUST-0052,R02,chat,refund,normal,5.6,43.4,1,3.3
TCK-001319,2026-05-20 12:51:00,CUST-0047,R03,email,technical,normal,34.6,29.9,1,2.6
TCK-000881,2026-04-06 08:22:00,CUST-0249,R01,email,payment,normal,89.7,7.5,0,
TCK-001424,2026-05-22 10:07:00,CUST-0002,R01,email,refund,normal,29.5,19.5,0,3.5
TCK-000624,2026-04-20 19:51:00,CUST-0320,R08,email,login,high,19.6,6.8,0,4.6
TCK-000346,2026-03-26 16:05:00,CUST-0096,R06,web_form,delivery,normal,66.3,18.1,0,4.1
TCK-001297,2026-03-25 11:54:00,CUST-0188,R05,chat,technical,normal,1.0,51.3,1,3.2
TCK-000263,2026-03-27 11:08:00,CUST-0216,R02,email,refund,normal,80.2,30.3,1,2.7
TCK-000151,2026-03-20 12:54:00,CUST-0291,R01,email,refund,normal,44.5,12.7,0,3.8
TCK-000473,2026-05-05 21:18:00,CUST-0263,R02,email,technical,low,108.8,19.1,0,3.2
TCK-000641,2026-04-28 18:54:00,CUST-0040,R04,email,refund,normal,29.8,52.9,1,3.1
TCK-001495,2026-05-03 11:28:00,CUST-0155,R02,email,account,high,21.2,7.5,0,3.6
TCK-001421,2026-06-05 14:09:00,CUST-0201,R06,phone,delivery,normal,5.5,3.2,0,5.0
TCK-000551,2026-06-05 17:40:00,CUST-0086,R04,web_form,delivery,low,31.8,38.2,0,3.7
TCK-000929,2026-03-26 12:59:00,CUST-0199,R01,web_form,login,normal,35.3,7.4,0,4.7
TCK-000489,2026-03-02 20:50:00,CUST-0086,R03,email,technical,normal,52.8,37.1,1,2.9
TCK-001367,2026-03-16 21:30:00,CUST-0215,R03,chat,payment,low,19.7,7.0,0,5.0
TCK-001172,2026-05-30 11:06:00,CUST-0298,R02,email,login,normal,26.1,2.8,0,5.0
TCK-000147,2026-06-08 15:04:00,CUST-0063,R01, WEB_FORM,login,critical,1.8,4.2,0,5.0
TCK-000403,2026-03-26 21:11:00,CUST-0244,R04,email,account,normal,20.2,9.1,0,4.2
TCK-000955,2026-05-28 08:42:00,CUST-0272,R03,chat,delivery,normal,2.5,10.3,0,5.0
TCK-001416,2026-04-10 11:41:00,CUST-0072,R06,phone,technical,low,10.8,26.8,0,4.2
TCK-000660,2026-05-21 15:32:00,CUST-0114,R04,chat,refund,low,4.9,21.3,0,4.9
TCK-000464,2026-03-21 12:29:00,CUST-0152,R05,email,refund,low,98.4,30.9,0,3.6
TCK-000187,2026-05-31 08:52:00,CUST-0261,R01,chat,delivery,critical,2.4,29.5,1,3.7
TCK-001148,2026-04-14 16:53:00,CUST-0027,R06,chat,delivery,high,8.5,14.4,0,4.9
TCK-001225,2026-03-17 13:25:00,CUST-0230,R05,email,technical,normal,154.6,7.7,0,2.4
TCK-000609,2026-03-20 10:56:00,CUST-0130,R05,web_form,payment,high,10.4,2.5,0,
TCK-000144,2026-04-16 10:28:00,CUST-0323,R06,chat,delivery,normal,1.8,26.6,1,3.9
TCK-000752,2026-06-03 15:04:00,CUST-0058,R01,phone,technical,normal,9.4,23.7,0,4.5
TCK-000982,2026-04-30 21:16:00,CUST-0328,R08,chat,account,normal,9.3,6.9,0,5.0
TCK-000198,2026-05-16 20:48:00,CUST-0150,R08,email,technical,normal,143.4,9.4,0,2.8
TCK-000884,2026-05-06 16:59:00,CUST-0022,R04,email,technical,high,26.1,16.3,1,3.3
TCK-000280,2026-06-03 13:17:00,CUST-0262,R03,email,technical,normal,30.7,12.5,0,4.4
TCK-000294,2026-05-13 13:10:00,CUST-0035,R01,email,technical,normal,57.4,28.9,1,2.6
TCK-001375,2026-03-20 13:56:00,CUST-0101,R02,chat,account,normal,6.5,15.7,0,4.8
TCK-000401,2026-03-27 08:05:00,CUST-0308,R05,chat, technical ,normal,4.5,15.3,0,5.0
TCK-000123,2026-05-21 16:49:00,CUST-0021,R04,web_form,payment,normal,13.2,4.0,0,4.8
TCK-001208,2026-05-22 17:22:00,CUST-0285,R06,chat,payment,normal,4.7,4.8,0,5.0
TCK-000203,2026-04-10 17:03:00,CUST-0252,R07,chat,payment,low,10.0,16.7,0,5.0
TCK-000836,2026-05-28 08:58:00,CUST-0151,R07,chat,technical,normal,1.4,12.7,0,4.8
TCK-000247,2026-03-31 16:00:00,CUST-0315,R04,email,technical,high,19.3,87.5,1,
TCK-001433,2026-05-19 11:16:00,CUST-0130,R01,chat,technical,high,1.0,78.8,1,3.0
TCK-001419,2026-04-14 18:01:00,CUST-0121,R01,chat,technical,high,3.4,24.8,1,4.2
TCK-001154,2026-05-14 16:13:00,CUST-0281,R01,chat,technical,critical,1.6,30.3,1,4.4
TCK-000385,2026-05-12 10:49:00,CUST-0276,R04,web_form,login,normal,58.8,1.4,0,3.8
TCK-001493,2026-03-26 11:37:00,CUST-0111,R06,email,login,normal,42.2,6.3,0,
TCK-000855,2026-05-04 17:57:00,CUST-0197,R06,web_form,account,normal,34.0,8.1,0,4.1
TCK-000220,2026-03-18 17:29:00,CUST-0154,R04,email,payment,normal,11.4,5.7,0,4.8
TCK-000642,2026-04-27 08:02:00,CUST-0072,R06,phone,payment,normal,4.5,31.7,1,4.1
TCK-000002,2026-05-02 18:49:00,CUST-0057,R01,email,technical,low,124.9,53.3,1,1.1
TCK-000113,2026-05-15 09:22:00,CUST-0187,,chat,technical,high,3.2,38.7,1,2.9
TCK-000699,2026-04-30 10:59:00,CUST-0257,R05,phone, Refund ,normal,9.5,4.5,0,4.7
TCK-001442,2026-03-05 16:16:00,CUST-0091,R03,phone,delivery,normal,27.1,68.2,1,1.8
TCK-000952,2026-05-27 20:25:00,CUST-0307,R08,Phone ,account,critical,12.3,9.3,1,4.2
TCK-001328,2026-04-02 09:51:00,CUST-0097,R01,web_form,refund,normal,33.1,9.7,0,4.1
TCK-001292,2026-04-14 16:06:00,CUST-0097,R06,chat,refund,normal,3.8,14.1,0,4.4
TCK-001450,2026-05-14 19:37:00,CUST-0064,R05,email,login,normal,65.6,4.2,0,4.2
TCK-000442,2026-04-08 12:05:00,CUST-0074,R04,chat,login,high,2.9,23.6,1,4.5
TCK-001137,2026-04-07 21:12:00,CUST-0298,R06,email,delivery,normal,42.4,51.6,1,2.4
TCK-001257,2026-04-12 21:45:00,CUST-0124,R06,email,payment,normal,41.9,15.9,0,4.2
