shipment_id,order_date,origin_city,destination_city,transport_type,cargo_weight_kg,planned_days,actual_days,delivery_cost_rub,delivery_status
SHP000995,2025-06-26,Новосибирск,Казань,Железная дорога,237.4,5,8,4339.9,Задержка
SHP008459,2025-12-08,Москва,Пермь,Авто,234.4,4,4,3598.68,В срок
SHP001666,2025-02-26,Екатеринбург,Казань,Железная дорога,109.4,3,3,2804.08,В срок
SHP006217,2025-04-25,Санкт-Петербург,Ростов-на-Дону,Железная дорога,520.4,5,5,4488.36,В срок
SHP000136,2025-06-09,Москва,Уфа,Авто,173.4,4,4,3756.54,В срок
SHP005682,2025-07-08,Москва,Казань,Железная дорога,181.9,3,7,2591.69,Задержка
SHP000901,2025-05-11,Екатеринбург,Москва,Авто,190.5,4,6,4417.17,Задержка
SHP001648,2025-07-04,Екатеринбург,Уфа,Авто,93.6,2,2,1912.29,В срок
SHP005790,15.08.2025,Новосибирск,Самара,Авиа,393.5,3,7,14563.62,Задержка
SHP000779,2025-03-01,Казань,Уфа,Авто,575.1,2,2,3103.35,В срок
SHP001011,2025-05-01,Новосибирск,Нижний Новгород,Авто,929.3,6,6,8505.58,В срок
SHP000285,2025-06-19,Москва,Казань,Авто,317.8,3,3,2837.63,В срок
SHP005516,2025-04-10,Москва,Нижний Новгород,Авто,273.7,2,2,2671.06,В срок
SHP005093,2025-04-14,Новосибирск,Ростов-на-Дону,Железная дорога,206.7,7,7,6365.99,В срок
SHP008202,2025-03-12,Екатеринбург,Уфа,Авто,250.1,2,5,2272.5,Задержка
SHP001019,2025-04-14,Новосибирск,Уфа,Железная дорога,230.3,5,5,3787.61,В срок
SHP008033,2025-10-22,Москва,Нижний Новгород,авто ,180.4,2,1,2237.52,В срок
SHP005878,2025-12-25,Екатеринбург,Ростов-на-Дону,Железная дорога,606.7,5,5,5298.88,В срок
SHP001025,2025-07-11,Санкт-Петербург,Пермь,Авто,718.4,4,8,5387.74,Задержка
SHP008431,2025-03-01,Москва,Нижний Новгород,Авто,231.1,2,6,2414.21,Задержка
SHP000009,2025-07-28,Новосибирск,Москва,Авиа,316.2,3,3,15728.59,В срок
SHP005948,2025-05-19,Екатеринбург,Нижний Новгород,Железная дорога,532.0,4,4,3846.47,В срок
SHP008895,2025-10-28,Новосибирск,Москва,Авиа,104.6,3,3,17831.52,В срок
SHP006258,2025-05-30,Казань,Екатеринбург,Железная дорога,154.6,3,3,2434.01,В срок
SHP002066,2025-07-13,Санкт-Петербург,Нижний Новгород,Железная дорога,85.0,4,4,2962.97,В срок
SHP006574,2025-10-28,Москва,Екатеринбург,Железная дорога,449.6,4,3,3857.83,В срок
SHP006073,2025-10-12,Москва,Екатеринбург,Железная дорога,337.2,4,3,4025.53,В срок
SHP007112,2025-04-25,Новосибирск,Санкт-Петербург,Железная дорога,223.9,7,7,5162.37,В срок
SHP004959,2025-04-19,Санкт-Петербург,Пермь,Авиа,140.9,2,1,10198.99,В срок
SHP003713,2025-12-23,Екатеринбург,Самара,Авто,735.8,3,6,4415.73,Задержка
SHP003729,2025-12-27,Казань,Самара,Авто,162.2,2,1,1925.89,В срок
SHP007572,2025-11-16,Москва,Пермь,Железная дорога,614.4,4,3,3672.54,В срок
SHP005232,2025-10-01,Москва,Пермь,Авто,105.4,4,4,3434.76,В срок
SHP004848,2025-02-20,Москва,Пермь,Авто,334.1,4,8,3757.19,Задержка
SHP008621,2025-07-03,Москва,Нижний Новгород,Авто,365.2,2,2,2238.95,В срок
SHP007896,2025-08-30,Санкт-Петербург,Самара,Авто,284.4,4,8,4050.04,Задержка
SHP005892,2025-09-24,Екатеринбург,Санкт-Петербург,Железная дорога,237.3,5,5,3753.79,В срок
SHP002494,2025-05-25,Новосибирск,Екатеринбург,Железная дорога,625.8,4,4,4044.66,В срок
SHP009624,2025-07-06,Екатеринбург,Самара,Авто,614.6,3,3,3613.95,В срок
SHP002540,2025-09-07,Новосибирск,Санкт-Петербург,Железная дорога,423.4,7,7,5897.15,В срок
SHP009106,2025-07-05,Москва,Санкт-Петербург,Железная дорога,152.0,3,2,2295.32,В срок
SHP006746,2025-09-06,Санкт-Петербург,Уфа,Железная дорога,459.6,5,5,4663.18,В срок
SHP009449,2025-01-19,Санкт-Петербург,Екатеринбург,Авто,324.2,5,5,5021.08,В срок
SHP008505,2025-02-08,Москва,Нижний Новгород,Авиа,90.7,2,2,5255.88,В срок
SHP007714,2025-08-02,Екатеринбург,Ростов-на-Дону,Авиа,525.2,2,2,12878.65,В срок
SHP004079,2025-08-20,Москва,Новосибирск,Железная дорога,755.6,6,6,6714.23,В срок
SHP002091,2025-08-28,Новосибирск,Казань,Железная дорога,872.8,5,5,5473.59,В срок
SHP006007,2025-06-22,Казань,Санкт-Петербург,Железная дорога,255.0,4,4,3046.26,В срок
SHP002768,2025-08-05,Казань,Новосибирск,Железная дорога,116.0,5,5,4843.2,В срок
SHP008656,2025-06-07,Казань,Уфа,Авиа,328.8,2,2,6571.47,В срок
SHP000753,2025-09-11,Казань,Уфа,Авто,327.0,2,2,2522.75,В срок
SHP004537,2025-09-23,Москва,Уфа,Авиа,132.0,2,2,8275.59,В срок
SHP001444,2025-05-31,Москва,Самара,Авиа,530.0,2,2,9367.08,В срок
SHP002480,2025-11-26,Москва,Самара,Железная дорога,149.4,4,4,2734.58,В срок
SHP002754,2025-08-24,Москва,Пермь,Авиа,289.1,2,2,8775.23,В срок
SHP000871,2025-11-02,Москва,Нижний Новгород,Авто,879.8,2,2,3738.24,В срок
SHP003069,2025-01-17,Санкт-Петербург,Уфа,Железная дорога,426.7,5,5,4644.54,В срок
SHP001501,2025-09-19,Санкт-Петербург,Екатеринбург,Железная дорога,362.2,5,5,4590.89,В срок
SHP007560,2025-06-17,Москва,Пермь,Железная дорога,265.7,4,4,3661.87,В срок
SHP004740,2025-01-03,Санкт-Петербург,Москва,Авто,392.6,3,3,2965.47,В срок
SHP009818,2025-04-10,Казань,Ростов-на-Дону,Авиа,157.6,2,2,9285.72,В срок
SHP008983,2025-09-17,Казань,Екатеринбург,Авто,709.0,3,2,4156.28,В срок
SHP000971,2025-11-22,Казань,Новосибирск,Железная дорога,305.9,5,9,4662.45,Задержка
SHP004898,2025-02-08,Москва,Екатеринбург,Авто,235.0,4,8,4590.14,Задержка
SHP007380,2025-07-07,Москва,Санкт-Петербург,Авто,217.1,3,5,2482.27,Задержка
SHP009167,2025-08-02,Москва,Пермь,Железная дорога,439.7,4,4,3579.53,В срок
SHP002354,2025-09-20,Новосибирск,Пермь,Железная дорога,190.2,5,5,3820.34,В срок
SHP003641,2025-02-06,Казань,Самара,Железная дорога,124.8,3,3,1828.97,В срок
SHP003417,2025-01-20,Санкт-Петербург,Ростов-на-Дону,Авиа,739.5,2,2,14290.93,В срок
SHP002188,2025-04-03,Новосибирск,Пермь,Железная дорога,339.2,5,5,4119.62,В срок
SHP009854,2025-11-08,Москва,Ростов-на-Дону,Авиа,66.9,2,3,8595.85,Задержка
SHP009165,2025-04-14,Москва,Екатеринбург,Железная дорога,425.9,4,4,4103.17,В срок
SHP003016,2025-10-16,Москва,Новосибирск,Авиа,61.8,3,3,15878.02,В срок
SHP002294,2025-06-23,Екатеринбург,Новосибирск,Авиа,329.0,2,2,11289.49,В срок
SHP008552,2025-08-08,Казань,Москва,Авто,438.7,3,3,2772.17,В срок
SHP007587,2025-09-13,Казань,Нижний Новгород,Железная дорога,87.1,3,4,1936.49,Задержка
SHP003577,2025-10-31,Казань,Самара,Авиа,367.0,2,2,6113.27,В срок
SHP009031,2025-07-13,Санкт-Петербург,Уфа,Авто,201.9,5,5,4509.32,В срок
SHP002943,2025-09-15,Новосибирск,Екатеринбург,Авто,580.7,4,5,5335.85,Задержка
SHP009657,2025-01-22, москва ,Нижний Новгород,Авто,395.5,2,3,2597.33,Задержка
SHP008068,2025-05-21,Казань,Москва,Авто,100.4,3,3,2701.3,В срок
SHP008436,2025-07-10,Казань,Нижний Новгород,Железная дорога,566.4,3,3,3076.45,В срок
SHP009564,2025-01-15,Екатеринбург,Самара,Авто,375.7,3,3,3303.2,В срок
SHP001449,2025-12-17,Екатеринбург,Самара,Железная дорога,1800.0,4,5,5563.61,Задержка
SHP001474,2025-11-28,Новосибирск,Санкт-Петербург,Железная дорога,71.2,7,9,5157.23,Задержка
SHP005972,2025-09-30,Новосибирск,Ростов-на-Дону,Авиа,240.7,3,3,17124.71,В срок
SHP001856,2025-07-25,Москва,Санкт-Петербург,Авиа,470.3,2,1,8684.77,В срок
SHP001762,2025-10-20,Казань,Ростов-на-Дону,Железная дорога,82.1,4,4,3085.13,В срок
SHP000801,2025-10-23,Москва,Ростов-на-Дону,Авто,387.2,3,2,3879.9,В срок
SHP001882,2025-01-06,Казань,Екатеринбург,Железная дорога,321.2,3,7,2807.83,Задержка
SHP009876,2025-12-17,Москва,Екатеринбург,Железная дорога,164.1,4,4,3473.39,в срок 
SHP000854,2025-11-30,Новосибирск,Екатеринбург,Железная дорога,366.2,4,4,4064.96,В срок
SHP004209,2025-01-09,Санкт-Петербург,Москва,Железная дорога,154.7,3,4,2617.86,Задержка
SHP005201,2025-02-19,Санкт-Петербург,Екатеринбург,Авто,191.4,5,5,4888.69,В срок
SHP003831,2025-05-15,Новосибирск,Уфа,Авиа,625.9,2,2,12880.98,В срок
SHP002002,2025-09-29,Санкт-Петербург,Казань,Авто,221.3,4,6,3742.72,Задержка
SHP005076,2025-04-17,Москва,Казань,Авто,137.5,3,3,2280.42,В срок
SHP001370,2025-07-26,Москва,Казань,Авто,304.0,3,3,2989.23,В срок
SHP003881,2025-03-17,Москва,Новосибирск,Авиа,221.1,3,3,17755.32,В срок
SHP005525,2025-12-23,Москва,Новосибирск,Авиа,96.2,3,3,,В срок
SHP005223,2025-09-16,Казань,Москва,Авто,196.4,3,6,2579.58,Задержка
SHP002525,2025-10-26,Екатеринбург,Санкт-Петербург,Железная дорога,272.3,5,7,4404.89,Задержка
SHP006194,2025-04-18,Новосибирск,Санкт-Петербург,Авиа,156.1,3,3,17722.39,В срок
SHP000552,2025-05-30,Новосибирск,Москва,Авиа,543.2,3,3,18593.07,В срок
SHP001585,2025-01-15,Екатеринбург,Москва,Авто,74.6,4,4,3742.26,В срок
SHP008928,2025-07-24,Москва,Екатеринбург,Железная дорога,381.0,4,4,4178.64,В срок
SHP000738,2025-04-11,Екатеринбург,Пермь,Авто,243.0,2,2,1819.12,В срок
SHP001408,2025-03-12,Санкт-Петербург,Ростов-на-Дону,Авто,,4,6,5041.36,Задержка
SHP008106,2025-03-30,Новосибирск,Ростов-на-Дону,Авиа,464.4,3,3,17837.02,В срок
SHP009567,2025-05-16,Москва,Ростов-на-Дону,Авто,239.7,3,3,3064.67,В срок
SHP004890,2025-10-30,Москва,Уфа,Железная дорога,196.6,4,4,3889.27,В срок
SHP004535,2025-02-04,Москва,Уфа,Железная дорога,533.5,4,4,3631.07,В срок
SHP008062,2025-10-26,Москва,Казань,Авто,124.5,3,5,2639.85,Задержка
SHP008276,2025-10-04,Новосибирск,Уфа,Железная дорога,201.7,5,4,4519.91,В срок
SHP005079,2025-08-10,Москва,Новосибирск,Авиа,475.9,3,3,20821.61,В срок
SHP002929,2025-04-11,Казань,Самара,Железная дорога,369.0,3,6,2649.96,Задержка
SHP008285,2025-06-07,Новосибирск,Нижний Новгород,Железная дорога,404.7,6,6,5247.92,В срок
SHP004588,2025-04-26,Екатеринбург,Ростов-на-Дону,Авиа,344.3,2,2,12405.07,В срок
SHP002619,2025-11-25,Москва,нижний новгород,Авто,548.5,2,2,3100.31,В срок
SHP007133,2025-11-04,Москва,Екатеринбург,Авиа,624.7,2,2,11584.59,В срок
SHP001361,2025-03-18,Казань,Москва,Авто,296.7,3,3,3097.85,В срок
SHP009128,2025-06-14,Казань,Самара,Железная дорога,400.1,3,3,2237.09,В срок
SHP001833,2025-10-10,Казань,Новосибирск,Железная дорога,124.8,5,5,4356.73,В срок
SHP004433,2025-06-27,Новосибирск,Пермь,Авиа,670.4,2,2,13096.07,В срок
SHP002935,2025-04-24,Казань, екатеринбург,Авто,474.6,3,3,3658.39,В срок
SHP005427,2025-03-29,Москва,Казань,Авто,126.1,3,3,2671.81,В срок
SHP007396,2025-12-11,Москва,Казань,Авто,88.3,3,3,2495.87,В срок
SHP005292,2025-10-10,Санкт-Петербург,Пермь,Авиа,209.6,2,2,9845.25,В срок
SHP003064,2025-05-27,Москва,Ростов-на-Дону,Железная дорога,574.9,4,4,3695.7,В срок
SHP000031,2025-10-18,Москва,Пермь,Авто,95.6,4,8,2951.43,Задержка
SHP002882,2025-07-26,Новосибирск,Пермь,Авиа,711.3,2,2,13184.42,В срок
SHP006858,2025-09-03,Новосибирск,Екатеринбург,Авто,129.7,4,4,4250.02,В срок
