contact_id,contact_date,channel,campaign_type,customer_segment,device_type,ad_cost_rub,clicked,converted,revenue_rub
MKT007061,2025-11-23,Социальные сети,Программа лояльности,Новый,Мобильное устройство,8.04,0,0,0.0
MKT005342,2025-09-02,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.86,0,0,0.0
MKT000426,2025-03-05, медийная реклама ,Сезонная акция,Лояльный,Мобильное устройство,7.66,0,0,0.0
MKT005059,2025-06-01,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.65,0,0,0.0
MKT000473,2025-01-23,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,19.04,0,0,0.0
MKT009730,2025-08-12,Email,Новый продукт,Лояльный,Мобильное устройство,2.06,0,0,0.0
MKT003493,2025-06-26,Социальные сети,Имиджевая кампания,Повторный,Компьютер,7.94,0,0,0.0
MKT004288,2025-07-12,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,28.75,0,0,0.0
MKT004916,2025-09-18,Email,Новый продукт,Повторный,Мобильное устройство,2.65,0,0,0.0
MKT007779,2025-06-07,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,6.72,0,0,0.0
MKT006510,2025-02-15,Социальные сети,Сезонная акция,Повторный,Компьютер,8.43,0,0,0.0
MKT000284,2025-06-12,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.3,0,0,0.0
MKT005415,2025-05-22,Push,Программа лояльности,Новый,Мобильное устройство,1.9,0,0,0.0
MKT009193,2025-07-18,Медийная реклама,Программа лояльности,Повторный,Мобильное устройство,4.27,0,0,0.0
MKT009960,2025-10-24,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,18.06,1,0,0.0
MKT004304,2025-06-29,Социальные сети,Новый продукт,Новый,Компьютер,12.15,0,0,0.0
MKT003649,2025-01-23,Email,Ретаргетинг,Новый,Мобильное устройство,1.87,0,0,0.0
MKT009406,2025-08-15,Социальные сети,Программа лояльности,Новый,Компьютер,8.05,0,0,0.0
MKT006766,2025-07-29,Email,Сезонная акция,Повторный,Компьютер,1.85,0,0,0.0
MKT001902,2025-02-13,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,10.71,0,0,0.0
MKT005079,2025-08-07,Email,Программа лояльности,Повторный,Планшет,1.19,0,0,0.0
MKT007058,2025-01-29,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,19.03,1,0,0.0
MKT002170,2025-01-26,Поисковая реклама,Ретаргетинг,Новый,Компьютер,14.73,0,0,0.0
MKT002770,2025-08-31,Email,Новый продукт,Повторный,Мобильное устройство,2.33,1,1,5631.47
MKT007745,2025-12-10,,Ретаргетинг,Новый,Мобильное устройство,1.23,0,0,0.0
MKT004430,2025-07-18,Email,Новый продукт,Повторный,Мобильное устройство,2.59,0,0,0.0
MKT009481,2025-06-18,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,15.07,1,0,0.0
MKT004411,2025-11-28,Email,Сезонная акция,Лояльный,Мобильное устройство,2.74,0,0,0.0
MKT002252,2025-06-19,Push,Имиджевая кампания,Повторный,Компьютер,1.58,1,0,0.0
MKT007682,2025-05-24,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,4.68,0,0,0.0
MKT002154,2025-04-02,Email,Программа лояльности,Лояльный,Мобильное устройство,1.5,0,0,0.0
MKT008662,2025-08-28,Email,Программа лояльности,Повторный,Мобильное устройство,2.36,0,0,0.0
MKT003014,2025-05-15,Социальные сети,Программа лояльности,Лояльный,Компьютер,8.04,0,0,0.0
MKT005702,2025-03-03,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,20.53,0,0,0.0
MKT003500,2025-03-17,Email,Имиджевая кампания,Повторный,Мобильное устройство,3.39,0,0,0.0
MKT003063,2025-12-13,Медийная реклама,Новый продукт,Повторный,Планшет,10.46,0,0,0.0
MKT007317,2025-04-22,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,19.06,0,0,0.0
MKT006940,2025-10-26,Поисковая реклама,Сезонная акция,Новый,Компьютер,26.51,1,0,0.0
MKT001162,2025-10-15,Поисковая реклама,Новый продукт,Повторный,Компьютер,28.74,1,0,0.0
MKT005906,2025-09-21,Социальные сети,Имиджевая кампания,Новый,Компьютер,7.43,0,0,0.0
MKT007954,2025-11-27,,Сезонная акция,Новый,Компьютер,14.49,0,0,0.0
MKT003775,2025-02-13,Email,Сезонная акция,Новый,Компьютер,2.01,0,0,0.0
MKT007294,2025-11-26,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,10.99,0,0,0.0
MKT001079,2025-02-05,Социальные сети,Сезонная акция,Новый,Мобильное устройство,12.88,0,0,0.0
MKT004840,2025-09-04,Push,Программа лояльности,Повторный,Компьютер,1.34,0,0,0.0
MKT006588,2025-10-21,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,7.81,0,0,0.0
MKT009922,2025-08-31,Email,Имиджевая кампания,Новый,Мобильное устройство,3.53,0,0,0.0
MKT001403,2025-01-17,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,26.77,0,0,0.0
MKT006521,2025-04-13,Медийная реклама,Новый продукт,Новый,Мобильное устройство,8.28,0,0,0.0
MKT001467,2025-07-15,Email,Новый продукт,Новый,Компьютер,2.06,1,0,0.0
MKT005036,2025-02-11,Email,Ретаргетинг,Новый,Мобильное устройство,2.39,0,0,0.0
MKT002941,2025-05-06,соцсети,Сезонная акция,Новый,Мобильное устройство,6.5,0,0,0.0
MKT008638,2025-01-18,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,17.6,0,0,0.0
MKT008128,2025-05-29,Поисковая реклама,Ретаргетинг,Новый,Компьютер,12.4,0,0,0.0
MKT008131,2025-06-10,Email,Программа лояльности,Новый,Мобильное устройство,2.15,0,0,0.0
MKT002662,2025-02-20,Email,Имиджевая кампания,Лояльный,Компьютер,1.95,0,0,0.0
MKT003181,2025-02-12,Email,Сезонная акция,Повторный,Компьютер,3.2,1,0,0.0
MKT007418,2025-06-09,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,8.8,0,0,0.0
MKT008002,2025-03-14,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,7.9,1,1,3789.15
MKT008503,2025-04-18,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,11.2,0,0,0.0
MKT000017,2025-12-08,Email,Сезонная акция,Новый,Мобильное устройство,1.95,0,0,0.0
MKT007531,2025-07-25,Push,Новый продукт,Новый,Компьютер,1.76,0,0,0.0
MKT003854,2025-10-13,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,6.88,1,0,0.0
MKT001090,2025-12-28,Поисковая реклама,НОВЫЙ ПРОДУКТ,Лояльный,Мобильное устройство,17.74,0,0,0.0
MKT003227,2025-03-24,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,5.22,0,0,0.0
MKT007152,2025-04-17,Социальные сети,Сезонная акция,Лояльный,Компьютер,11.4,0,0,0.0
MKT007847,2025-10-05,Email,Сезонная акция,Повторный,Компьютер,2.13,0,0,0.0
MKT008745,2025-01-06,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,8.48,0,0,0.0
MKT001686,2025-10-28,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,10.53,0,0,0.0
MKT004534,2025-01-08,Email,Ретаргетинг,Новый,Компьютер,1.99,0,0,0.0
MKT007597,2025-12-17,Социальные сети,Новый продукт,Новый,Компьютер,13.23,0,0,0.0
