client_id,client_segment,loyalty_level,registration_date
CL-00754,regular,none,2025-04-25
CL-00755,regular,none,2024-06-17
CL-00756,new,silver,2025-12-16
CL-00757,new,silver,2024-09-05
CL-00758,sleeping,none,2025-04-02
CL-00759,new,none,2025-04-08
CL-00760,regular,none,2025-10-23
CL-00761,regular,silver,2024-09-13
CL-00762,new,none,2024-09-29
CL-00763,new,silver,2025-06-03
CL-00764,new,none,2024-02-13
CL-00765,sleeping,silver,2025-02-24
CL-00766,new,silver,2024-10-12
CL-00767,new,none,2026-01-13
CL-00768,new,gold,2025-02-08
CL-00769,new,silver,2025-08-09
CL-00770,regular,gold,2025-09-25
CL-00771,new,silver,2024-04-21
CL-00772,regular,silver,2025-04-25
CL-00773,regular,none,2025-05-31
CL-00774,vip,silver,2024-12-02
CL-00775,new,silver,2024-05-30
CL-00776,vip,silver,2024-12-17
CL-00777,regular,none,2024-02-08
CL-00778,new,none,2026-01-27
CL-00779,regular,none,2024-03-08
CL-00780,vip,none,2024-04-17
CL-00781,new,silver,2024-04-13
CL-00782,sleeping,platinum,2024-06-05
CL-00783,regular,none,2024-05-19
CL-00784,regular,none,2025-04-20
CL-00785,sleeping,none,2024-03-25
CL-00786,regular,none,2025-06-17
CL-00787,vip,silver,2024-11-05
CL-00788,new,none,2024-10-27
CL-00789,regular,platinum,2025-01-22
CL-00790,regular,gold,2024-01-25
CL-00791,new,silver,2025-01-15
CL-00792,regular,gold,2025-01-31
CL-00793,new,silver,2025-07-23
CL-00794,new,platinum,2024-04-19
CL-00795,new,none,2024-02-08
CL-00796,new,platinum,2024-02-12
CL-00797,new,none,2025-12-29
CL-00798,new,none,2024-09-19
CL-00799,regular,platinum,2024-06-28
CL-00800,regular,none,2024-04-13
CL-00801,regular,none,2024-07-13
CL-00802,new,none,2024-11-29
CL-00803,sleeping,none,2026-01-07
CL-00804,regular,none,2025-08-01
CL-00805,new,silver,2025-10-09
CL-00806,new,silver,2024-02-05
CL-00807,regular,gold,2025-03-12
CL-00808,new,none,2025-01-14
CL-00809,regular,gold,2024-05-28
CL-00810,sleeping,silver,2025-01-12
CL-00811,new,gold,2025-03-20
CL-00812,new,gold,2024-01-02
CL-00813,sleeping,gold,2026-01-15
CL-00814,regular,none,2025-07-15
CL-00815,new,silver,2025-12-04
CL-00816,sleeping,gold,2024-03-09
CL-00817,sleeping,silver,2024-02-15
CL-00818,regular,none,2025-12-09
CL-00819,regular,silver,2025-12-10
CL-00820,new,gold,2025-04-30
CL-00821,new,none,2024-06-01
CL-00822,regular,silver,2024-08-06
CL-00823,new,gold,2025-08-26
CL-00824,regular,silver,2025-12-04
CL-00825,vip,none,2025-05-25
CL-00826,new,silver,2024-10-31
CL-00827,regular,silver,2025-09-16
CL-00828,new,silver,2024-07-16
CL-00829,vip,silver,2024-04-08
CL-00830,new,silver,2024-10-19
CL-00831,regular,gold,2024-12-21
CL-00832,regular,gold,2025-04-09
CL-00833,regular,gold,2025-06-07
CL-00834,regular,silver,2025-07-03
CL-00835,regular,none,2024-06-04
CL-00836,regular,silver,2025-05-17
CL-00837,regular,none,2024-02-04
CL-00838,sleeping,silver,2025-12-01
CL-00839,regular,none,2024-12-01
CL-00840,regular,silver,2025-12-27
CL-00841,new,silver,2025-10-21
CL-00842,regular,silver,2024-05-29
CL-00843,regular,silver,2024-03-25
CL-00844,regular,none,2025-11-24
CL-00845,new,none,2025-01-08
CL-00846,sleeping,silver,2024-03-22
CL-00847,regular,gold,2025-04-07
CL-00848,regular,gold,2025-12-28
CL-00849,new,platinum,2025-04-01
CL-00850,sleeping,none,2024-07-16
CL-00851,new,none,2024-09-13
CL-00852,new,silver,2024-07-20
CL-00853,vip,silver,2025-02-13
CL-00854,sleeping,silver,2024-11-16
CL-00855,new,gold,2024-09-17
CL-00856,regular,silver,2024-05-18
CL-00857,regular,silver,2024-01-23
CL-00858,vip,platinum,2025-09-21
CL-00859,regular,none,2025-09-02
CL-00860,regular,gold,2024-04-04
CL-00861,regular,silver,2024-06-22
CL-00862,regular,none,2024-11-29
CL-00863,regular,gold,2025-03-28
CL-00864,regular,gold,2025-11-20
CL-00865,new,gold,2025-06-13
CL-00866,sleeping,none,2025-04-27
CL-00867,vip,none,2025-07-19
CL-00868,regular,silver,2025-04-06
CL-00869,new,none,2025-12-07
CL-00870,new,none,2026-01-25
CL-00871,regular,silver,2024-12-09
CL-00872,new,none,2024-01-18
CL-00873,sleeping,silver,2026-01-25
CL-00874,regular,silver,2024-08-31
CL-00875,regular,none,2024-07-22
CL-00876,sleeping,silver,2024-04-05
CL-00877,regular,none,2025-08-02
CL-00878,new,none,2024-05-20
CL-00879,regular,silver,2026-01-02
CL-00880,regular,silver,2024-06-13
CL-00881,regular,none,2024-02-25
CL-00882,regular,silver,2025-04-21
CL-00883,sleeping,none,2024-06-05
CL-00884,regular,silver,2024-07-25
CL-00885,new,none,2024-03-20
CL-00886,regular,silver,2025-05-19
CL-00887,regular,silver,2024-06-16
CL-00888,new,none,2025-07-14
CL-00889,new,silver,2024-07-16
CL-00890,regular,gold,2024-11-01
CL-00891,new,none,2025-01-08
CL-00892,sleeping,silver,2025-02-11
CL-00893,new,gold,2025-09-21
CL-00894,new,none,2024-04-10
CL-00895,regular,gold,2024-06-22
CL-00896,sleeping,silver,2025-07-26
CL-00897,new,silver,2025-10-12
CL-00898,new,gold,2024-11-14
CL-00899,new,platinum,2024-01-05
CL-00900,regular,silver,2025-09-26
CL-00901,regular,silver,2025-04-09
CL-00902,new,none,2025-02-03
CL-00903,new,none,2024-10-22
CL-00904,regular,gold,2025-06-13
CL-00905,sleeping,none,2024-08-07
CL-00906,regular,gold,2024-09-29
CL-00907,regular,none,2025-08-07
CL-00908,new,none,2024-10-09
CL-00909,new,none,2025-12-20
CL-00910,new,silver,2024-11-27
CL-00911,regular,none,2025-03-03
CL-00912,vip,none,2025-04-28
CL-00913,sleeping,platinum,2025-06-15
CL-00914,sleeping,gold,2025-01-19
CL-00915,sleeping,gold,2024-10-02
CL-00916,sleeping,none,2025-09-03
CL-00917,new,none,2025-06-28
CL-00918,new,silver,2024-02-11
CL-00919,new,none,2025-04-20
CL-00920,regular,silver,2025-11-15
CL-00921,new,gold,2025-03-01
CL-00922,vip,none,2025-12-04
CL-00923,regular,gold,2024-10-23
CL-00924,regular,none,2024-07-04
CL-00925,new,none,2025-01-14
CL-00926,new,none,2024-03-17
CL-00927,new,platinum,2024-02-19
CL-00928,vip,silver,2025-03-10
CL-00929,regular,gold,2024-01-23
CL-00930,regular,none,2024-02-18
CL-00931,new,gold,2024-12-12
CL-00932,regular,silver,2024-06-23
CL-00933,regular,silver,2024-05-16
CL-00934,regular,gold,2025-01-20
CL-00935,regular,gold,2024-09-06
CL-00936,new,silver,2025-04-11
CL-00937,sleeping,none,2024-11-19
CL-00938,new,gold,2024-05-27
CL-00939,sleeping,none,2025-06-19
CL-00940,new,platinum,2025-12-09
CL-00941,new,none,2025-07-06
CL-00942,vip,none,2024-05-17
CL-00943,new,none,2025-02-27
CL-00944,regular,silver,2024-04-26
CL-00945,regular,none,2024-01-20
CL-00946,new,gold,2024-05-03
CL-00947,regular,silver,2025-09-07
CL-00948,vip,none,2025-12-07
CL-00949,vip,silver,2025-03-29
CL-00950,new,gold,2025-10-29
CL-00951,regular,gold,2024-11-07
CL-00952,new,none,2024-01-26
CL-00953,new,gold,2025-11-18
CL-00954,new,none,2025-07-06
CL-00955,sleeping,silver,2025-05-15
CL-00956,sleeping,gold,2024-02-25
CL-00957,regular,silver,2026-01-01
CL-00958,regular,none,2024-02-27
CL-00959,regular,silver,2024-01-12
CL-00960,regular,none,2024-02-27
CL-00961,regular,none,2025-12-16
CL-00962,regular,none,2025-09-22
CL-00963,new,gold,2024-03-27
CL-00964,new,none,2024-11-20
CL-00965,sleeping,silver,2025-02-05
CL-00966,regular,platinum,2025-02-27
CL-00967,sleeping,gold,2024-06-02
CL-00968,new,silver,2024-01-24
CL-00969,regular,silver,2024-01-24
CL-00970,new,none,2025-11-15
CL-00971,new,silver,2025-04-17
CL-00972,new,none,2026-01-16
CL-00973,new,none,2025-10-15
CL-00974,sleeping,none,2024-06-27
CL-00975,new,silver,2024-03-09
CL-00976,regular,none,2025-05-13
CL-00977,regular,none,2024-06-19
CL-00978,regular,gold,2025-05-30
CL-00979,regular,none,2026-01-05
CL-00980,new,silver,2026-01-04
CL-00981,sleeping,silver,2024-07-09
CL-00982,vip,silver,2025-01-02
CL-00983,regular,none,2025-06-21
CL-00984,regular,none,2024-06-29
CL-00985,new,gold,2025-03-03
CL-00986,sleeping,silver,2024-09-30
CL-00987,new,none,2025-03-12
CL-00988,new,none,2025-05-01
CL-00989,new,silver,2025-10-28
CL-00990,regular,none,2024-12-25
CL-00991,regular,silver,2024-08-06
CL-00992,regular,silver,2024-03-01
CL-00993,regular,silver,2025-06-15
CL-00994,new,gold,2025-09-05
CL-00995,sleeping,silver,2024-11-08
CL-00996,regular,gold,2025-10-18
CL-00997,regular,silver,2024-12-26
CL-00998,new,silver,2024-12-29
CL-00999,sleeping,silver,2024-02-05
CL-01000,new,silver,2025-02-01
CL-01001,new,none,2025-03-28
CL-01002,regular,platinum,2025-01-08
CL-01003,new,platinum,2025-02-12
CL-01004,new,none,2025-02-06
CL-01005,regular,silver,2025-06-15
CL-01006,regular,gold,2024-03-18
CL-01007,sleeping,gold,2025-02-07
CL-01008,new,silver,2024-11-25
CL-01009,regular,none,2024-09-20
CL-01010,regular,silver,2024-12-06
CL-01011,regular,none,2025-05-31
CL-01012,regular,silver,2026-01-28
CL-01013,regular,silver,2024-06-17
CL-01014,sleeping,silver,2024-02-06
CL-01015,new,none,2024-09-22
CL-01016,new,silver,2024-08-25
CL-01017,regular,silver,2024-02-22
CL-01018,vip,none,2025-01-11
CL-01019,new,none,2025-01-28
CL-01020,regular,none,2025-10-05
CL-01021,sleeping,gold,2025-06-14
CL-01022,regular,silver,2024-12-16
CL-01023,sleeping,silver,2025-05-14
CL-01024,regular,silver,2024-08-09
CL-01025,regular,gold,2024-04-29
CL-01026,new,silver,2025-02-10
CL-01027,sleeping,none,2025-01-12
CL-01028,regular,none,2024-08-13
CL-01029,regular,none,2025-11-14
CL-01030,regular,gold,2025-02-20
CL-01031,regular,silver,2025-03-07
CL-01032,regular,gold,2025-06-08
CL-01033,regular,silver,2024-08-08
CL-01034,sleeping,gold,2025-02-07
CL-01035,regular,platinum,2025-11-12
CL-01036,regular,silver,2025-04-08
CL-01037,new,none,2025-10-09
CL-01038,regular,none,2024-01-30
CL-01039,regular,silver,2025-07-01
CL-01040,new,gold,2025-05-15
CL-01041,new,silver,2025-11-13
CL-01042,regular,none,2026-01-06
CL-01043,regular,silver,2024-04-15
CL-01044,regular,silver,2025-01-08
CL-01045,new,none,2025-12-09
CL-01046,new,gold,2025-09-02
CL-01047,new,silver,2024-03-17
CL-01048,regular,none,2025-02-21
CL-01049,vip,none,2024-09-21
CL-01050,new,silver,2025-06-19
CL-01051,regular,silver,2025-01-24
CL-01052,new,none,2024-08-23
CL-01053,new,silver,2024-11-13
CL-01054,new,silver,2026-01-04
CL-01055,new,none,2024-10-04
CL-01056,regular,silver,2024-06-12
CL-01057,sleeping,silver,2024-03-26
CL-01058,new,none,2024-04-30
CL-01059,regular,none,2024-02-10
CL-01060,regular,none,2024-02-04
CL-01061,sleeping,silver,2025-02-09
CL-01062,regular,gold,2025-02-15
CL-01063,new,silver,2025-08-27
CL-01064,regular,platinum,2025-04-15
CL-01065,new,none,2024-05-25
CL-01066,sleeping,silver,2025-05-08
CL-01067,regular,silver,2024-12-03
CL-01068,regular,gold,2024-05-10
CL-01069,new,gold,2025-05-09
CL-01070,regular,silver,2025-05-10
CL-01071,vip,silver,2024-11-17
CL-01072,regular,platinum,2024-05-05
CL-01073,regular,platinum,2024-01-23
CL-01074,sleeping,platinum,2025-07-27
CL-01075,vip,none,2024-04-28
CL-01076,new,none,2024-07-28
CL-01077,regular,silver,2025-05-28
CL-01078,regular,silver,2024-11-16
CL-01079,regular,none,2025-09-15
CL-01080,new,none,2024-10-06
CL-01081,new,silver,2025-11-08
CL-01082,sleeping,none,2024-10-06
CL-01083,sleeping,silver,2024-03-03
CL-01084,vip,none,2025-07-01
CL-01085,sleeping,gold,2025-05-16
CL-01086,regular,none,2026-01-28
CL-01087,regular,silver,2024-03-16
CL-01088,regular,silver,2025-02-04
CL-01089,regular,none,2025-06-23
CL-01090,regular,silver,2024-10-31
CL-01091,new,gold,2024-07-18
CL-01092,regular,silver,2024-08-11
CL-01093,new,none,2024-01-09
CL-01094,new,silver,2025-04-19
CL-01095,regular,none,2025-08-14
CL-01096,regular,silver,2024-12-08
CL-01097,new,silver,2024-01-30
CL-01098,vip,silver,2025-08-10
CL-01099,vip,none,2025-11-21
CL-01100,new,none,2025-04-06
CL-01101,new,none,2024-03-07
CL-01102,new,silver,2024-11-09
CL-01103,regular,silver,2025-03-08
CL-01104,vip,silver,2025-12-25
CL-01105,new,none,2025-01-14
CL-01106,regular,none,2024-01-09
CL-01107,new,silver,2025-06-19
CL-01108,regular,silver,2025-06-08
CL-01109,sleeping,gold,2024-06-27
CL-01110,new,none,2024-11-08
CL-01111,new,none,2024-02-02
CL-01112,regular,none,2024-04-02
CL-01113,regular,silver,2024-08-24
CL-01114,sleeping,silver,2024-03-11
CL-01115,sleeping,none,2024-07-28
CL-01116,new,none,2025-05-08
CL-01117,new,silver,2024-10-17
CL-01118,regular,none,2024-04-22
CL-01119,new,silver,2025-04-19
CL-01120,sleeping,none,2025-10-12
CL-01121,regular,none,2025-03-24
CL-01122,new,none,2024-08-24
CL-01123,vip,platinum,2025-09-05
CL-01124,new,none,2024-09-18
CL-01125,regular,none,2024-01-12
CL-01126,regular,gold,2025-05-16
CL-01127,regular,none,2025-06-30
CL-01128,regular,none,2024-06-16
CL-01129,regular,none,2024-10-13
CL-01130,sleeping,silver,2024-01-06
CL-01131,sleeping,silver,2024-12-23
CL-01132,regular,gold,2024-12-04
CL-01133,new,silver,2024-07-15
CL-01134,regular,silver,2025-02-05
CL-01135,sleeping,none,2025-05-30
CL-01136,new,gold,2024-12-04
CL-01137,regular,gold,2025-08-27
CL-01138,regular,gold,2024-12-14
CL-01139,new,none,2024-11-07
CL-01140,regular,silver,2025-05-20
CL-01141,regular,silver,2024-05-10
CL-01142,regular,platinum,2025-10-04
CL-01143,vip,none,2025-04-04
CL-01144,vip,gold,2024-10-04
CL-01145,regular,silver,2024-06-27
CL-01146,new,gold,2025-08-23
CL-01147,regular,silver,2024-01-11
CL-01148,vip,gold,2024-02-17
CL-01149,regular,none,2025-04-06
CL-01150,sleeping,none,2024-12-30
CL-01151,new,none,2024-05-10
CL-01152,vip,gold,2024-10-12
CL-01153,new,none,2025-08-18
CL-01154,new,silver,2024-12-20
CL-01155,regular,platinum,2025-02-05
CL-01156,new,gold,2024-03-10
CL-01157,new,silver,2025-07-02
CL-01158,new,gold,2024-04-15
CL-01159,regular,none,2024-06-26
CL-01160,regular,silver,2024-08-11
CL-01161,new,silver,2024-11-23
CL-01162,regular,gold,2024-07-26
CL-01163,vip,none,2025-09-11
CL-01164,new,none,2024-10-19
CL-01165,new,silver,2024-01-28
CL-01166,vip,silver,2024-12-13
CL-01167,vip,gold,2024-04-03
CL-01168,regular,silver,2024-06-17
CL-01169,vip,gold,2025-03-25
CL-01170,new,silver,2025-04-15
CL-01171,regular,gold,2025-05-21
CL-01172,regular,silver,2024-10-12
CL-01173,new,none,2025-09-28
CL-01174,regular,none,2024-02-15
CL-01175,regular,gold,2024-10-15
CL-01176,regular,none,2024-07-04
CL-01177,regular,silver,2024-02-01
CL-01178,regular,none,2025-03-01
CL-01179,new,gold,2024-02-13
CL-01180,new,none,2025-04-06
CL-01181,regular,silver,2025-10-11
CL-01182,new,silver,2025-08-30
CL-01183,new,none,2025-06-01
CL-01184,new,silver,2024-07-05
CL-01185,new,gold,2025-05-11
CL-01186,vip,silver,2025-03-03
CL-01187,regular,platinum,2025-01-10
CL-01188,sleeping,gold,2024-12-27
CL-01189,new,silver,2024-04-17
CL-01190,regular,silver,2025-10-06
CL-01191,regular,platinum,2025-09-27
CL-01192,regular,silver,2025-07-08
CL-01193,vip,silver,2025-02-20
CL-01194,sleeping,gold,2024-04-10
CL-01195,vip,platinum,2025-04-27
CL-01196,new,silver,2025-12-29
CL-01197,new,none,2024-04-10
CL-01198,regular,silver,2024-09-26
CL-01199,new,silver,2025-11-19
CL-01200,regular,none,2025-12-26
CL-01201,regular,silver,2024-12-04
CL-01202,regular,silver,2024-08-04
CL-01203,vip,none,2024-08-06
CL-01204,regular,silver,2024-12-22
CL-01205,new,none,2024-08-30
CL-01206,new,gold,2025-02-22
CL-01207,regular,none,2024-03-01
CL-01208,regular,gold,2024-02-18
CL-01209,new,none,2024-01-04
CL-01210,regular,platinum,2025-06-27
CL-01211,regular,gold,2025-12-02
CL-01212,vip,none,2024-03-20
CL-01213,regular,platinum,2025-11-26
CL-01214,regular,silver,2024-05-04
CL-01215,new,silver,2024-02-06
CL-01216,regular,gold,2024-08-08
CL-01217,new,gold,2024-08-10
CL-01218,regular,silver,2025-12-31
CL-01219,regular,platinum,2024-03-26
CL-01220,new,none,2026-01-09
CL-01221,new,none,2025-10-17
CL-01222,new,none,2025-01-06
CL-01223,sleeping,none,2025-05-26
CL-01224,regular,silver,2025-02-09
CL-01225,new,none,2025-11-22
CL-01226,sleeping,silver,2024-06-10
CL-01227,regular,none,2025-12-27
CL-01228,regular,none,2024-11-13
CL-01229,sleeping,silver,2025-12-09
CL-01230,new,none,2026-01-18
CL-01231,new,silver,2025-10-06
CL-01232,regular,gold,2025-08-24
CL-01233,new,silver,2024-11-26
CL-01234,regular,gold,2025-06-14
CL-01235,new,platinum,2024-07-04
CL-01236,new,none,2024-07-30
CL-01237,new,silver,2025-07-17
CL-01238,regular,none,2025-08-02
CL-01239,new,silver,2024-07-17
CL-01240,new,silver,2026-01-04
CL-01241,vip,silver,2025-06-02
CL-01242,new,gold,2026-01-20
CL-01243,regular,silver,2024-12-29
CL-01244,new,gold,2025-03-31
CL-01245,regular,silver,2025-05-10
CL-01246,new,none,2024-05-02
CL-01247,regular,none,2024-07-31
CL-01248,new,silver,2026-01-02
CL-01249,sleeping,silver,2025-05-27
CL-01250,sleeping,none,2025-02-15
CL-01251,new,silver,2024-01-03
CL-01252,new,none,2024-01-30
CL-01253,new,silver,2025-02-27
CL-01254,regular,none,2024-03-02
CL-01255,new,none,2024-04-18
CL-01256,vip,none,2025-03-14
CL-01257,regular,none,2025-12-31
CL-01258,vip,silver,2025-09-26
CL-01259,regular,gold,2024-12-19
CL-01260,sleeping,none,2025-12-16
CL-01261,new,silver,2025-04-05
CL-01262,regular,silver,2025-12-18
CL-01263,new,silver,2024-06-29
CL-01264,sleeping,none,2025-03-15
CL-01265,regular,none,2025-12-02
CL-01266,vip,gold,2026-01-15
CL-01267,new,platinum,2025-10-15
CL-01268,sleeping,silver,2024-04-23
CL-01269,regular,silver,2025-04-15
CL-01270,regular,none,2024-03-12
CL-01271,sleeping,none,2024-10-17
CL-01272,regular,none,2024-01-24
CL-01273,regular,silver,2025-07-31
CL-01274,regular,none,2025-08-11
CL-01275,new,none,2024-03-11
CL-01276,new,none,2025-11-27
CL-01277,new,none,2025-09-29
CL-01278,new,silver,2025-09-30
CL-01279,vip,silver,2024-12-05
CL-01280,regular,silver,2025-12-15
CL-01281,regular,silver,2026-01-17
CL-01282,regular,silver,2025-02-20
CL-01283,regular,gold,2024-10-14
CL-01284,regular,none,2025-08-02
CL-01285,sleeping,none,2024-02-03
CL-01286,sleeping,gold,2024-09-12
CL-01287,regular,silver,2024-01-04
CL-01288,new,silver,2025-08-05
CL-01289,regular,none,2024-02-02
CL-01290,regular,none,2025-07-26
CL-01291,regular,none,2025-03-05
CL-01292,regular,gold,2024-11-27
CL-01293,regular,silver,2025-04-24
CL-01294,new,none,2024-02-03
CL-01295,new,none,2025-09-08
CL-01296,regular,none,2024-07-21
CL-01297,new,none,2025-10-02
CL-01298,new,silver,2025-11-03
CL-01299,regular,none,2025-02-22
CL-01300,regular,gold,2025-03-22
CL-01301,new,silver,2025-12-02
CL-01302,regular,gold,2024-11-03
CL-01303,regular,gold,2024-10-29
CL-01304,new,gold,2025-12-21
CL-01305,vip,platinum,2024-11-02
CL-01306,sleeping,none,2024-10-05
CL-01307,regular,none,2024-01-05
CL-01308,regular,none,2024-09-06
CL-01309,new,silver,2024-07-08
CL-01310,sleeping,silver,2025-08-08
CL-01311,regular,none,2025-01-15
CL-01312,sleeping,gold,2024-09-27
CL-01313,regular,gold,2025-12-10
CL-01314,new,silver,2024-12-05
CL-01315,new,silver,2024-11-12
CL-01316,regular,none,2025-07-03
CL-01317,regular,silver,2024-07-17
CL-01318,new,none,2024-11-22
CL-01319,regular,silver,2025-06-20
CL-01320,vip,none,2024-09-01
CL-01321,regular,none,2024-11-22
CL-01322,regular,silver,2024-01-12
CL-01323,new,silver,2025-08-26
CL-01324,regular,none,2025-10-16
CL-01325,new,platinum,2025-05-22
CL-01326,vip,none,2025-02-04
CL-01327,regular,gold,2025-11-10
CL-01328,regular,none,2025-10-09
CL-01329,new,none,2024-12-22
CL-01330,new,platinum,2025-04-14
CL-01331,regular,silver,2025-12-14
CL-01332,regular,silver,2024-06-01
CL-01333,regular,silver,2025-08-14
CL-01334,sleeping,silver,2024-10-03
CL-01335,sleeping,gold,2024-03-11
CL-01336,vip,none,2024-11-13
CL-01337,new,gold,2025-01-28
CL-01338,regular,platinum,2025-07-16
CL-01339,vip,gold,2024-04-25
CL-01340,regular,silver,2025-02-20
CL-01341,new,silver,2025-05-17
CL-01342,vip,silver,2025-04-28
CL-01343,regular,none,2025-09-24
CL-01344,regular,gold,2025-07-26
CL-01345,sleeping,silver,2024-12-19
CL-01346,regular,silver,2024-07-27
CL-01347,regular,gold,2025-10-31
CL-01348,regular,none,2025-11-01
CL-01349,regular,gold,2024-04-08
CL-01350,new,gold,2024-12-10
CL-01351,regular,none,2025-07-25
CL-01352,vip,none,2025-05-17
CL-01353,new,silver,2025-10-26
CL-01354,new,none,2024-06-14
CL-01355,vip,platinum,2025-12-16
CL-01356,new,none,2024-06-26
CL-01357,regular,none,2024-03-13
CL-01358,regular,none,2025-07-12
CL-01359,regular,gold,2025-12-06
CL-01360,new,silver,2024-09-23
CL-01361,regular,gold,2024-05-01
CL-01362,regular,platinum,2025-10-27
CL-01363,regular,silver,2024-03-13
CL-01364,new,none,2025-05-20
CL-01365,regular,none,2024-04-06
CL-01366,regular,gold,2025-05-20
CL-01367,new,none,2024-03-27
CL-01368,new,gold,2024-10-16
CL-01369,new,gold,2024-12-19
CL-01370,new,silver,2025-11-17
CL-01371,new,silver,2025-06-24
CL-01372,sleeping,platinum,2025-12-18
CL-01373,regular,gold,2025-02-14
CL-01374,vip,silver,2024-07-15
CL-01375,sleeping,silver,2024-11-18
CL-01376,new,silver,2025-01-26
CL-01377,regular,none,2025-03-04
CL-01378,vip,platinum,2025-11-20
CL-01379,regular,silver,2025-11-12
CL-01380,regular,gold,2024-03-17
CL-01381,regular,none,2025-08-26
CL-01382,new,gold,2024-08-14
CL-01383,regular,silver,2025-03-22
CL-01384,sleeping,silver,2025-12-26
CL-01385,sleeping,none,2025-11-01
CL-01386,new,gold,2025-01-03
CL-01387,regular,silver,2024-02-04
CL-01388,new,silver,2025-12-24
CL-01389,sleeping,none,2025-11-20
CL-01390,new,none,2024-10-15
CL-01391,sleeping,none,2024-04-14
